#400-WaveRoC-Mapping-V2.xlsx
# DCM_ID FEC_ID
61	61
63	63
100	0
99	1
26	2
27	3
36	4
37	5
96	6
97	7
38	8
39	9
101	10
111	11
34	12
35	13
98	14
108	15
104	16
107	17
32	18
33	19
110	20
109	21
40	22
41	23
44	24
45	25
105	26
106	27
46	28
47	29
119	30
118	31
52 32
53 33
115	34
116	35
117	36
127	37
54	38
55	39
124	40
114	41
42	42
43	43
50	44
51	45
112	46
113	47
48	48
49	49
126	50
125	51
58	52
59	53
122	54
121	55
120	56
123	57
56	58
57	59
60	60
62	62
